C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_38_054.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_38_054.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_38_054.jpg, 0, 0, 0, 1.222269
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_38_155.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_38_155.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_38_155.jpg, 0, 0, 0, 1.210013
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_38_257.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_38_257.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_38_257.jpg, 0, 0, 0, 1.197881
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_38_359.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_38_359.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_38_359.jpg, 0, 0, 0, 1.18587
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_38_459.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_38_459.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_38_459.jpg, 0, 0, 0, 1.173979
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_38_561.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_38_561.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_38_561.jpg, 0, 0, 0, 1.162207
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_38_663.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_38_663.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_38_663.jpg, 0, 0, 0, 1.150554
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_38_765.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_38_765.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_38_765.jpg, -0.2559477, 0.2559477, 0, 1.342423
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_38_866.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_38_866.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_38_866.jpg, -0.6092581, 0.6092581, 0, 1.963415
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_38_967.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_38_967.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_38_967.jpg, -0.9103916, 0.9103916, 0, 2.839288
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_39_068.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_39_068.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_39_068.jpg, -1, 1, 0, 3.943922
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_39_168.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_39_168.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_39_168.jpg, -1, 0.8497735, 0, 5.005132
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_39_270.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_39_270.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_39_270.jpg, -0.7020299, 0.5518034, 0, 5.785922
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_39_372.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_39_372.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_39_372.jpg, -0.4030378, 0.2528114, 0, 6.209399
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_39_473.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_39_473.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_39_473.jpg, -0.1001299, 0.1565969, 0, 6.307327
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_39_575.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_39_575.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_39_575.jpg, 0, 0.4544939, 0, 6.631217
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_39_678.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_39_678.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_39_678.jpg, 0, 0.7546278, 0, 7.322349
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_39_780.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_39_780.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_39_780.jpg, 0, 1, 0, 8.355653
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_39_881.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_39_881.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_39_881.jpg, 0, 1, 0, 9.479156
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_39_982.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_39_982.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_39_982.jpg, -0.3003363, 1, 0, 10.56385
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_40_082.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_40_082.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_40_082.jpg, -0.08773258, 1, 0, 11.49212
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_40_184.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_40_184.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_40_184.jpg, 0, 1, 0, 12.85415
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_40_286.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_40_286.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_40_286.jpg, 0, 0.7503205, 0, 13.53712
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_40_388.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_40_388.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_40_388.jpg, 0, 0.3904987, 0, 14.11687
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_40_489.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_40_489.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_40_489.jpg, -0.1617267, 0.09469417, 0, 14.51601
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_40_590.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_40_590.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_40_590.jpg, -0.4668056, 0, 0, 14.05546
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_40_692.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_40_692.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_40_692.jpg, -0.7638704, 0, 0, 13.99792
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_40_793.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_40_793.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_40_793.jpg, -0.8021234, 0, 0, 13.48032
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_40_893.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_40_893.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_40_893.jpg, -0.5013143, 0, 0, 13.46713
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_40_996.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_40_996.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_40_996.jpg, -0.2028568, 0, 0, 13.28097
C:\Udemy Resources\simulator-windows-64\IMG\center_2020_11_12_12_10_41_098.jpg, C:\Udemy Resources\simulator-windows-64\IMG\left_2020_11_12_12_10_41_098.jpg, C:\Udemy Resources\simulator-windows-64\IMG\right_2020_11_12_12_10_41_098.jpg, 0, 0, 0, 13.11986
